;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077
10/10/2010;32.0;56.0;-1.0;24.0;-1.0;34.0;35.0;34.0;38.0;34.0;60.0;29.0;37.0;-1.0
11/10/2010;13.0;27.0;-1.0;11.0;-1.0;12.0;13.0;14.0;18.0;15.0;26.0;21.0;17.0;-1.0
12/10/2010;15.0;34.0;-1.0;21.0;-1.0;18.0;22.0;22.0;28.0;28.0;-1.0;17.0;24.0;-1.0
13/10/2010;12.0;39.0;-1.0;22.0;-1.0;16.0;16.0;22.0;25.0;21.0;-1.0;12.0;21.0;-1.0
14/10/2010;15.0;45.0;-1.0;19.0;-1.0;26.0;20.0;26.0;23.0;23.0;-1.0;26.0;23.0;-1.0
15/10/2010;22.0;54.0;-1.0;26.0;-1.0;-1.0;30.0;34.0;34.0;30.0;-1.0;28.0;31.0;-1.0
16/10/2010;27.0;50.0;-1.0;27.0;-1.0;34.0;31.0;31.0;36.0;33.0;-1.0;35.0;35.0;-1.0
17/10/2010;31.0;39.0;-1.0;26.0;-1.0;26.0;32.0;32.0;34.0;33.0;-1.0;33.0;33.0;-1.0
18/10/2010;29.0;43.0;-1.0;27.0;-1.0;33.0;34.0;34.0;38.0;34.0;-1.0;37.0;35.0;-1.0
19/10/2010;12.0;52.0;-1.0;9.0;-1.0;13.0;13.0;12.0;22.0;14.0;-1.0;8.0;12.0;-1.0
20/10/2010;16.0;60.0;-1.0;26.0;-1.0;35.0;25.0;31.0;37.0;32.0;-1.0;29.0;33.0;-1.0
21/10/2010;16.0;49.0;-1.0;19.0;-1.0;17.0;-1.0;26.0;31.0;27.0;-1.0;19.0;24.0;-1.0
22/10/2010;34.0;47.0;-1.0;16.0;-1.0;35.0;37.0;21.0;48.0;24.0;-1.0;6.0;16.0;-1.0
23/10/2010;56.0;66.0;-1.0;32.0;-1.0;52.0;65.0;43.0;72.0;50.0;-1.0;29.0;33.0;-1.0
24/10/2010;44.0;58.0;-1.0;37.0;-1.0;41.0;45.0;47.0;49.0;48.0;-1.0;42.0;53.0;-1.0
25/10/2010;45.0;58.0;-1.0;45.0;-1.0;46.0;49.0;50.0;51.0;47.0;-1.0;49.0;49.0;-1.0
26/10/2010;27.0;56.0;-1.0;34.0;-1.0;32.0;36.0;41.0;41.0;39.0;-1.0;41.0;41.0;-1.0
27/10/2010;10.0;41.0;-1.0;9.0;-1.0;9.0;12.0;16.0;19.0;14.0;-1.0;12.0;11.0;-1.0
28/10/2010;6.0;45.0;-1.0;3.0;-1.0;5.0;6.0;6.0;16.0;7.0;-1.0;7.0;4.0;-1.0
29/10/2010;50.0;71.0;-1.0;46.0;-1.0;54.0;53.0;50.0;58.0;51.0;-1.0;44.0;41.0;-1.0
30/10/2010;42.0;73.0;-1.0;41.0;-1.0;45.0;50.0;47.0;54.0;46.0;-1.0;39.0;39.0;-1.0
31/10/2010;26.0;61.0;-1.0;21.0;-1.0;32.0;26.0;35.0;29.0;22.0;-1.0;33.0;28.0;-1.0
01/11/2010;27.0;49.0;-1.0;24.0;-1.0;27.0;28.0;31.0;33.0;30.0;-1.0;35.0;27.0;-1.0
02/11/2010;22.0;56.0;-1.0;19.0;-1.0;27.0;31.0;29.0;33.0;28.0;-1.0;29.0;25.0;-1.0
03/11/2010;1.0;36.0;-1.0;2.0;-1.0;2.0;2.0;3.0;9.0;2.0;-1.0;2.0;2.0;-1.0
04/11/2010;3.0;26.0;-1.0;1.0;-1.0;1.0;2.0;3.0;12.0;3.0;-1.0;0.0;1.0;-1.0
05/11/2010;4.0;27.0;-1.0;1.0;-1.0;1.0;2.0;2.0;9.0;3.0;-1.0;1.0;0.0;-1.0
06/11/2010;11.0;30.0;-1.0;5.0;-1.0;9.0;10.0;7.0;16.0;9.0;-1.0;5.0;4.0;-1.0
07/11/2010;34.0;61.0;-1.0;31.0;-1.0;28.0;31.0;36.0;45.0;35.0;-1.0;36.0;32.0;-1.0
08/11/2010;43.0;56.0;-1.0;35.0;-1.0;33.0;-1.0;41.0;53.0;44.0;-1.0;32.0;35.0;-1.0
09/11/2010;54.0;63.0;-1.0;37.0;-1.0;39.0;49.0;40.0;59.0;52.0;-1.0;30.0;35.0;-1.0
10/11/2010;30.0;57.0;-1.0;30.0;-1.0;33.0;38.0;33.0;45.0;39.0;-1.0;32.0;23.0;-1.0
11/11/2010;41.0;53.0;-1.0;35.0;-1.0;32.0;41.0;39.0;47.0;41.0;-1.0;36.0;34.0;-1.0
12/11/2010;33.0;55.0;-1.0;17.0;-1.0;25.0;28.0;22.0;38.0;26.0;-1.0;13.0;16.0;-1.0
13/11/2010;35.0;55.0;-1.0;24.0;-1.0;29.0;35.0;32.0;46.0;31.0;-1.0;20.0;21.0;-1.0
14/11/2010;76.0;75.0;-1.0;73.0;-1.0;72.0;85.0;79.0;79.0;80.0;-1.0;61.0;67.0;-1.0
15/11/2010;32.0;70.0;-1.0;35.0;-1.0;33.0;37.0;39.0;52.0;46.0;-1.0;40.0;39.0;-1.0
16/11/2010;41.0;63.0;-1.0;38.0;-1.0;43.0;44.0;47.0;51.0;47.0;-1.0;49.0;44.0;-1.0
17/11/2010;12.0;43.0;-1.0;13.0;-1.0;18.0;14.0;16.0;17.0;16.0;-1.0;13.0;14.0;-1.0
18/11/2010;7.0;45.0;-1.0;3.0;-1.0;6.0;6.0;6.0;15.0;8.0;-1.0;1.0;4.0;-1.0
19/11/2010;13.0;41.0;-1.0;6.0;-1.0;9.0;13.0;10.0;26.0;11.0;-1.0;4.0;7.0;-1.0
20/11/2010;18.0;42.0;-1.0;7.0;-1.0;15.0;14.0;10.0;24.0;12.0;-1.0;6.0;8.0;-1.0
21/11/2010;7.0;34.0;-1.0;7.0;-1.0;5.0;8.0;10.0;12.0;11.0;-1.0;10.0;10.0;-1.0
22/11/2010;3.0;24.0;-1.0;4.0;-1.0;6.0;4.0;7.0;9.0;6.0;-1.0;5.0;5.0;-1.0
23/11/2010;9.0;30.0;-1.0;8.0;-1.0;12.0;10.0;10.0;19.0;13.0;-1.0;10.0;12.0;-1.0
24/11/2010;5.0;39.0;-1.0;10.0;-1.0;9.0;4.0;13.0;15.0;8.0;-1.0;6.0;9.0;-1.0
25/11/2010;20.0;37.0;-1.0;15.0;-1.0;17.0;-1.0;16.0;25.0;19.0;-1.0;15.0;13.0;-1.0
26/11/2010;14.0;62.0;-1.0;25.0;-1.0;29.0;-1.0;29.0;29.0;27.0;-1.0;28.0;27.0;-1.0
27/11/2010;43.0;51.0;-1.0;28.0;-1.0;37.0;-1.0;32.0;47.0;35.0;-1.0;12.0;24.0;-1.0
28/11/2010;13.0;48.0;-1.0;7.0;-1.0;13.0;11.0;8.0;21.0;13.0;-1.0;11.0;10.0;-1.0
29/11/2010;16.0;49.0;-1.0;11.0;-1.0;18.0;-1.0;20.0;29.0;15.0;-1.0;13.0;16.0;-1.0
30/11/2010;2.0;34.0;-1.0;6.0;-1.0;1.0;-1.0;7.0;11.0;8.0;-1.0;4.0;12.0;-1.0
01/12/2010;5.0;24.0;-1.0;3.0;-1.0;6.0;3.0;4.0;11.0;6.0;-1.0;4.0;6.0;-1.0
02/12/2010;3.0;37.0;-1.0;4.0;-1.0;-1.0;4.0;5.0;7.0;4.0;-1.0;2.0;5.0;-1.0
03/12/2010;2.0;44.0;-1.0;7.0;-1.0;-1.0;5.0;9.0;6.0;5.0;-1.0;8.0;6.0;-1.0
04/12/2010;14.0;55.0;-1.0;16.0;-1.0;24.0;15.0;20.0;21.0;14.0;-1.0;10.0;16.0;-1.0
05/12/2010;59.0;67.0;-1.0;47.0;-1.0;54.0;57.0;49.0;59.0;49.0;-1.0;19.0;40.0;-1.0
06/12/2010;51.0;64.0;-1.0;42.0;-1.0;47.0;50.0;48.0;55.0;50.0;-1.0;8.0;33.0;-1.0
07/12/2010;30.0;54.0;-1.0;15.0;-1.0;30.0;27.0;18.0;39.0;24.0;-1.0;6.0;11.0;-1.0
08/12/2010;43.0;52.0;-1.0;32.0;-1.0;42.0;42.0;39.0;52.0;37.0;-1.0;10.0;24.0;-1.0
09/12/2010;29.0;47.0;-1.0;26.0;-1.0;29.0;30.0;30.0;-1.0;29.0;-1.0;32.0;29.0;-1.0
10/12/2010;22.0;55.0;-1.0;21.0;-1.0;32.0;24.0;25.0;38.0;28.0;-1.0;20.0;27.0;-1.0
11/12/2010;23.0;58.0;-1.0;29.0;-1.0;35.0;27.0;36.0;34.0;27.0;-1.0;21.0;34.0;-1.0
12/12/2010;41.0;58.0;-1.0;38.0;-1.0;46.0;40.0;42.0;50.0;43.0;-1.0;43.0;41.0;-1.0
13/12/2010;29.0;55.0;-1.0;31.0;-1.0;38.0;31.0;39.0;43.0;33.0;-1.0;41.0;34.0;-1.0
14/12/2010;13.0;45.0;-1.0;13.0;-1.0;15.0;14.0;17.0;24.0;16.0;-1.0;15.0;15.0;-1.0
15/12/2010;22.0;42.0;-1.0;21.0;-1.0;30.0;23.0;25.0;33.0;21.0;-1.0;26.0;24.0;-1.0
16/12/2010;27.0;47.0;-1.0;14.0;-1.0;21.0;23.0;18.0;34.0;24.0;-1.0;15.0;16.0;-1.0
17/12/2010;24.0;62.0;-1.0;27.0;-1.0;36.0;28.0;32.0;42.0;27.0;-1.0;27.0;24.0;-1.0
18/12/2010;31.0;61.0;-1.0;21.0;-1.0;27.0;34.0;23.0;35.0;23.0;-1.0;16.0;16.0;-1.0
19/12/2010;63.0;71.0;-1.0;54.0;-1.0;62.0;65.0;56.0;61.0;57.0;-1.0;52.0;48.0;-1.0
20/12/2010;49.0;64.0;-1.0;-1.0;-1.0;42.0;46.0;29.0;59.0;40.0;-1.0;29.0;24.0;-1.0
21/12/2010;16.0;53.0;-1.0;12.0;-1.0;38.0;19.0;15.0;31.0;9.0;-1.0;7.0;10.0;-1.0
22/12/2010;26.0;51.0;-1.0;17.0;-1.0;39.0;23.0;21.0;35.0;19.0;-1.0;19.0;16.0;-1.0
23/12/2010;6.0;32.0;-1.0;3.0;-1.0;4.0;4.0;2.0;9.0;4.0;-1.0;2.0;2.0;-1.0
24/12/2010;7.0;18.0;-1.0;7.0;-1.0;10.0;6.0;8.0;11.0;9.0;-1.0;11.0;6.0;-1.0
25/12/2010;34.0;40.0;-1.0;30.0;-1.0;32.0;30.0;33.0;36.0;29.0;-1.0;34.0;30.0;-1.0
26/12/2010;46.0;62.0;-1.0;44.0;-1.0;48.0;43.0;50.0;49.0;41.0;-1.0;48.0;44.0;-1.0
27/12/2010;26.0;42.0;-1.0;13.0;-1.0;24.0;15.0;15.0;36.0;20.0;-1.0;12.0;14.0;-1.0
28/12/2010;20.0;43.0;-1.0;2.0;-1.0;25.0;20.0;4.0;28.0;5.0;-1.0;2.0;2.0;-1.0
29/12/2010;3.0;40.0;-1.0;2.0;-1.0;2.0;2.0;3.0;9.0;2.0;-1.0;1.0;1.0;-1.0
30/12/2010;16.0;12.0;-1.0;3.0;-1.0;1.0;3.0;3.0;25.0;7.0;-1.0;1.0;2.0;-1.0
31/12/2010;5.0;5.0;-1.0;3.0;-1.0;1.0;4.0;3.0;8.0;4.0;-1.0;1.0;3.0;-1.0
01/01/2011;11.0;6.0;-1.0;6.0;-1.0;4.0;8.0;7.0;12.0;12.0;-1.0;10.0;7.0;-1.0
02/01/2011;34.0;53.0;-1.0;31.0;-1.0;32.0;32.0;36.0;37.0;33.0;-1.0;31.0;30.0;-1.0
03/01/2011;23.0;62.0;-1.0;22.0;-1.0;26.0;21.0;25.0;33.0;27.0;-1.0;19.0;22.0;-1.0
04/01/2011;2.0;37.0;-1.0;3.0;-1.0;1.0;1.0;3.0;6.0;4.0;-1.0;2.0;1.0;-1.0
05/01/2011;30.0;45.0;-1.0;25.0;-1.0;29.0;-1.0;25.0;34.0;30.0;-1.0;15.0;19.0;-1.0
06/01/2011;49.0;58.0;-1.0;45.0;-1.0;46.0;-1.0;48.0;51.0;-1.0;-1.0;32.0;34.0;-1.0
07/01/2011;48.0;59.0;-1.0;48.0;-1.0;51.0;51.0;52.0;53.0;58.0;-1.0;27.0;37.0;-1.0
08/01/2011;60.0;66.0;-1.0;55.0;-1.0;58.0;62.0;60.0;64.0;70.0;-1.0;33.0;47.0;-1.0
09/01/2011;60.0;62.0;-1.0;51.0;-1.0;58.0;64.0;55.0;64.0;66.0;-1.0;24.0;46.0;-1.0
10/01/2011;32.0;58.0;-1.0;28.0;-1.0;25.0;28.0;35.0;47.0;39.0;-1.0;25.0;34.0;-1.0
11/01/2011;16.0;51.0;-1.0;14.0;-1.0;14.0;17.0;14.0;28.0;15.0;-1.0;8.0;11.0;-1.0
12/01/2011;21.0;49.0;-1.0;18.0;-1.0;22.0;21.0;18.0;34.0;27.0;-1.0;12.0;17.0;-1.0
13/01/2011;6.0;37.0;-1.0;3.0;-1.0;1.0;4.0;3.0;13.0;7.0;-1.0;2.0;2.0;-1.0
14/01/2011;1.0;47.0;-1.0;2.0;-1.0;2.0;2.0;2.0;3.0;1.0;-1.0;3.0;0.0;-1.0
15/01/2011;13.0;59.0;-1.0;10.0;-1.0;9.0;9.0;12.0;21.0;13.0;-1.0;9.0;9.0;-1.0
16/01/2011;15.0;50.0;-1.0;7.0;-1.0;16.0;17.0;12.0;21.0;7.0;-1.0;5.0;5.0;-1.0
17/01/2011;8.0;47.0;-1.0;3.0;-1.0;7.0;9.0;8.0;29.0;-1.0;-1.0;2.0;3.0;-1.0
18/01/2011;6.0;65.0;-1.0;6.0;-1.0;6.0;7.0;8.0;9.0;11.0;-1.0;6.0;6.0;-1.0
19/01/2011;36.0;70.0;-1.0;38.0;-1.0;42.0;38.0;48.0;52.0;47.0;-1.0;37.0;40.0;-1.0
20/01/2011;36.0;69.0;-1.0;37.0;-1.0;42.0;37.0;45.0;49.0;43.0;-1.0;37.0;36.0;-1.0
21/01/2011;46.0;68.0;-1.0;45.0;-1.0;47.0;46.0;51.0;54.0;53.0;-1.0;45.0;41.0;-1.0
22/01/2011;49.0;68.0;-1.0;47.0;-1.0;51.0;48.0;53.0;57.0;57.0;-1.0;46.0;43.0;-1.0
23/01/2011;25.0;62.0;-1.0;30.0;-1.0;29.0;26.0;35.0;39.0;41.0;-1.0;34.0;31.0;-1.0
24/01/2011;5.0;61.0;-1.0;11.0;-1.0;5.0;7.0;16.0;13.0;13.0;-1.0;9.0;12.0;-1.0
25/01/2011;8.0;61.0;-1.0;5.0;-1.0;3.0;4.0;9.0;13.0;6.0;-1.0;4.0;6.0;-1.0
26/01/2011;7.0;51.0;-1.0;6.0;-1.0;4.0;4.0;9.0;13.0;11.0;-1.0;4.0;8.0;-1.0
27/01/2011;8.0;39.0;-1.0;5.0;-1.0;3.0;4.0;7.0;16.0;10.0;-1.0;9.0;7.0;-1.0
28/01/2011;8.0;22.0;-1.0;7.0;-1.0;5.0;5.0;10.0;13.0;11.0;-1.0;7.0;8.0;-1.0
29/01/2011;8.0;30.0;-1.0;6.0;-1.0;3.0;5.0;9.0;14.0;9.0;-1.0;8.0;8.0;-1.0
30/01/2011;27.0;32.0;-1.0;24.0;-1.0;20.0;24.0;28.0;31.0;30.0;-1.0;26.0;24.0;-1.0
31/01/2011;16.0;42.0;-1.0;20.0;-1.0;20.0;18.0;23.0;32.0;26.0;-1.0;25.0;18.0;-1.0
01/02/2011;15.0;49.0;-1.0;21.0;-1.0;24.0;22.0;26.0;32.0;26.0;-1.0;21.0;20.0;-1.0
02/02/2011;22.0;47.0;-1.0;22.0;-1.0;25.0;26.0;27.0;39.0;30.0;-1.0;22.0;21.0;-1.0
03/02/2011;15.0;46.0;-1.0;6.0;-1.0;8.0;9.0;7.0;23.0;12.0;-1.0;7.0;5.0;-1.0
04/02/2011;8.0;57.0;-1.0;4.0;-1.0;8.0;5.0;6.0;20.0;8.0;-1.0;7.0;4.0;-1.0
05/02/2011;17.0;65.0;-1.0;13.0;-1.0;18.0;14.0;22.0;35.0;19.0;-1.0;16.0;14.0;-1.0
06/02/2011;16.0;58.0;-1.0;9.0;-1.0;13.0;11.0;10.0;24.0;15.0;-1.0;15.0;8.0;-1.0
07/02/2011;9.0;62.0;-1.0;7.0;-1.0;12.0;13.0;10.0;13.0;11.0;-1.0;4.0;5.0;-1.0
08/02/2011;15.0;63.0;-1.0;7.0;-1.0;12.0;10.0;15.0;-1.0;11.0;-1.0;3.0;9.0;-1.0
09/02/2011;9.0;51.0;-1.0;3.0;-1.0;4.0;4.0;4.0;-1.0;9.0;-1.0;4.0;2.0;-1.0
10/02/2011;4.0;77.0;-1.0;3.0;-1.0;5.0;9.0;4.0;6.0;6.0;-1.0;2.0;1.0;-1.0
11/02/2011;45.0;57.0;-1.0;22.0;-1.0;29.0;38.0;27.0;50.0;27.0;-1.0;13.0;22.0;-1.0
12/02/2011;19.0;72.0;-1.0;-1.0;-1.0;15.0;21.0;11.0;38.0;13.0;-1.0;7.0;6.0;-1.0
13/02/2011;38.0;74.0;-1.0;-1.0;-1.0;39.0;46.0;42.0;40.0;43.0;-1.0;32.0;32.0;-1.0
14/02/2011;26.0;68.0;-1.0;-1.0;-1.0;42.0;33.0;36.0;47.0;37.0;-1.0;23.0;27.0;-1.0
15/02/2011;33.0;58.0;-1.0;18.0;-1.0;29.0;26.0;25.0;43.0;27.0;-1.0;18.0;19.0;-1.0
16/02/2011;11.0;57.0;-1.0;3.0;-1.0;11.0;6.0;7.0;20.0;10.0;-1.0;14.0;5.0;-1.0
17/02/2011;9.0;35.0;-1.0;5.0;-1.0;7.0;7.0;8.0;20.0;11.0;-1.0;9.0;10.0;-1.0
18/02/2011;25.0;37.0;-1.0;24.0;-1.0;16.0;26.0;26.0;37.0;-1.0;-1.0;21.0;24.0;-1.0
19/02/2011;32.0;38.0;-1.0;19.0;-1.0;19.0;25.0;20.0;39.0;35.0;-1.0;23.0;20.0;-1.0
20/02/2011;23.0;70.0;-1.0;22.0;-1.0;28.0;26.0;27.0;33.0;27.0;-1.0;28.0;23.0;-1.0
21/02/2011;15.0;65.0;-1.0;13.0;-1.0;16.0;16.0;16.0;21.0;18.0;-1.0;18.0;11.0;-1.0
22/02/2011;-1.0;52.0;-1.0;19.0;-1.0;15.0;17.0;22.0;22.0;20.0;-1.0;19.0;18.0;-1.0
23/02/2011;-1.0;54.0;-1.0;18.0;-1.0;17.0;16.0;23.0;30.0;24.0;-1.0;18.0;18.0;-1.0
24/02/2011;10.0;44.0;-1.0;3.0;-1.0;7.0;8.0;4.0;24.0;9.0;-1.0;5.0;3.0;-1.0
25/02/2011;26.0;65.0;-1.0;23.0;-1.0;23.0;25.0;30.0;39.0;29.0;-1.0;21.0;20.0;-1.0
26/02/2011;37.0;67.0;-1.0;27.0;-1.0;26.0;36.0;29.0;38.0;32.0;-1.0;24.0;26.0;-1.0
27/02/2011;57.0;79.0;-1.0;55.0;-1.0;58.0;56.0;59.0;71.0;66.0;-1.0;59.0;53.0;-1.0
28/02/2011;43.0;72.0;-1.0;44.0;-1.0;48.0;48.0;52.0;55.0;52.0;-1.0;48.0;45.0;-1.0
01/03/2011;26.0;57.0;-1.0;30.0;-1.0;34.0;31.0;38.0;39.0;35.0;-1.0;37.0;29.0;-1.0
02/03/2011;20.0;63.0;-1.0;30.0;-1.0;35.0;30.0;36.0;37.0;36.0;-1.0;35.0;30.0;-1.0
03/03/2011;19.0;63.0;-1.0;23.0;-1.0;19.0;22.0;29.0;35.0;33.0;-1.0;28.0;20.0;-1.0
04/03/2011;20.0;67.0;-1.0;21.0;-1.0;20.0;22.0;27.0;34.0;28.0;-1.0;22.0;18.0;-1.0
05/03/2011;22.0;77.0;-1.0;27.0;-1.0;29.0;25.0;32.0;39.0;35.0;-1.0;30.0;20.0;-1.0
06/03/2011;39.0;69.0;-1.0;46.0;-1.0;41.0;43.0;54.0;58.0;54.0;-1.0;47.0;40.0;-1.0
07/03/2011;24.0;55.0;-1.0;21.0;-1.0;26.0;19.0;-1.0;46.0;30.0;-1.0;26.0;-1.0;-1.0
08/03/2011;76.0;88.0;-1.0;50.0;-1.0;68.0;69.0;-1.0;79.0;64.0;-1.0;43.0;-1.0;-1.0
09/03/2011;59.0;82.0;-1.0;37.0;-1.0;48.0;47.0;-1.0;71.0;39.0;-1.0;30.0;-1.0;-1.0
10/03/2011;42.0;86.0;-1.0;28.0;-1.0;34.0;27.0;-1.0;58.0;40.0;-1.0;24.0;38.0;-1.0
11/03/2011;46.0;80.0;-1.0;38.0;-1.0;44.0;38.0;-1.0;67.0;47.0;-1.0;32.0;41.0;-1.0
12/03/2011;79.0;93.0;-1.0;66.0;-1.0;78.0;83.0;77.0;70.0;67.0;-1.0;59.0;70.0;-1.0
13/03/2011;47.0;63.0;-1.0;31.0;-1.0;38.0;31.0;39.0;53.0;39.0;-1.0;32.0;38.0;-1.0
14/03/2011;50.0;65.0;-1.0;21.0;-1.0;43.0;39.0;34.0;59.0;31.0;-1.0;23.0;30.0;-1.0
15/03/2011;4.0;62.0;-1.0;3.0;-1.0;6.0;3.0;4.0;12.0;6.0;-1.0;10.0;-1.0;-1.0
16/03/2011;28.0;62.0;-1.0;23.0;-1.0;41.0;27.0;30.0;35.0;28.0;-1.0;17.0;-1.0;-1.0
17/03/2011;16.0;51.0;-1.0;23.0;-1.0;25.0;21.0;28.0;32.0;24.0;-1.0;28.0;25.0;-1.0
18/03/2011;36.0;72.0;-1.0;37.0;-1.0;40.0;38.0;48.0;53.0;45.0;-1.0;38.0;47.0;-1.0
19/03/2011;33.0;65.0;-1.0;33.0;-1.0;31.0;32.0;41.0;40.0;34.0;-1.0;34.0;38.0;-1.0
20/03/2011;47.0;73.0;-1.0;49.0;-1.0;51.0;46.0;58.0;56.0;53.0;-1.0;59.0;56.0;-1.0
21/03/2011;24.0;78.0;-1.0;39.0;-1.0;33.0;30.0;47.0;54.0;50.0;-1.0;48.0;46.0;-1.0
22/03/2011;22.0;72.0;-1.0;26.0;-1.0;28.0;17.0;41.0;47.0;33.0;-1.0;33.0;32.0;-1.0
23/03/2011;22.0;79.0;-1.0;22.0;-1.0;31.0;17.0;39.0;44.0;32.0;91.0;39.0;27.0;-1.0
24/03/2011;50.0;86.0;-1.0;35.0;-1.0;53.0;55.0;43.0;63.0;-1.0;108.0;29.0;41.0;-1.0
25/03/2011;73.0;87.0;-1.0;57.0;-1.0;79.0;76.0;69.0;93.0;-1.0;110.0;44.0;65.0;-1.0
26/03/2011;75.0;85.0;-1.0;48.0;-1.0;65.0;73.0;63.0;92.0;-1.0;116.0;48.0;58.0;-1.0
27/03/2011;82.0;64.0;-1.0;61.0;-1.0;66.0;75.0;71.0;81.0;-1.0;90.0;49.0;68.0;-1.0
28/03/2011;17.0;61.0;-1.0;28.0;-1.0;17.0;21.0;33.0;38.0;-1.0;72.0;19.0;29.0;-1.0
29/03/2011;44.0;64.0;-1.0;32.0;-1.0;38.0;45.0;41.0;57.0;-1.0;84.0;32.0;35.0;-1.0
30/03/2011;32.0;63.0;-1.0;38.0;-1.0;40.0;40.0;47.0;54.0;-1.0;80.0;36.0;44.0;-1.0
31/03/2011;18.0;46.0;-1.0;13.0;-1.0;16.0;14.0;20.0;29.0;-1.0;57.0;13.0;16.0;-1.0
01/04/2011;25.0;52.0;-1.0;22.0;-1.0;24.0;27.0;31.0;39.0;-1.0;67.0;27.0;28.0;-1.0
02/04/2011;57.0;67.0;-1.0;48.0;-1.0;59.0;67.0;58.0;69.0;-1.0;90.0;51.0;56.0;-1.0
03/04/2011;67.0;65.0;-1.0;52.0;-1.0;65.0;74.0;66.0;68.0;-1.0;84.0;54.0;61.0;-1.0
04/04/2011;50.0;75.0;-1.0;59.0;-1.0;61.0;61.0;-1.0;73.0;-1.0;83.0;62.0;69.0;-1.0
05/04/2011;42.0;73.0;-1.0;54.0;-1.0;46.0;54.0;-1.0;65.0;-1.0;91.0;50.0;61.0;-1.0
06/04/2011;29.0;76.0;-1.0;28.0;-1.0;43.0;38.0;59.0;57.0;-1.0;97.0;45.0;44.0;-1.0
07/04/2011;37.0;72.0;-1.0;40.0;-1.0;43.0;45.0;46.0;59.0;-1.0;95.0;41.0;38.0;-1.0
08/04/2011;58.0;84.0;-1.0;71.0;-1.0;66.0;77.0;74.0;76.0;-1.0;102.0;70.0;79.0;-1.0
09/04/2011;54.0;84.0;-1.0;68.0;-1.0;70.0;71.0;80.0;77.0;-1.0;112.0;65.0;77.0;-1.0
10/04/2011;56.0;78.0;-1.0;60.0;-1.0;61.0;63.0;70.0;73.0;-1.0;96.0;60.0;72.0;-1.0
11/04/2011;49.0;82.0;-1.0;71.0;-1.0;65.0;68.0;74.0;71.0;-1.0;94.0;63.0;72.0;-1.0
12/04/2011;65.0;81.0;-1.0;76.0;-1.0;74.0;73.0;76.0;78.0;-1.0;90.0;74.0;75.0;-1.0
13/04/2011;62.0;84.0;-1.0;76.0;-1.0;69.0;73.0;78.0;77.0;-1.0;92.0;70.0;77.0;-1.0
14/04/2011;60.0;90.0;-1.0;76.0;-1.0;65.0;71.0;78.0;76.0;-1.0;98.0;73.0;76.0;-1.0
15/04/2011;64.0;92.0;-1.0;76.0;-1.0;66.0;74.0;78.0;78.0;-1.0;101.0;74.0;77.0;-1.0
16/04/2011;54.0;86.0;-1.0;74.0;-1.0;62.0;62.0;75.0;80.0;-1.0;103.0;64.0;77.0;-1.0
17/04/2011;66.0;96.0;-1.0;72.0;-1.0;67.0;72.0;74.0;84.0;-1.0;114.0;69.0;72.0;-1.0
18/04/2011;104.0;102.0;-1.0;92.0;-1.0;104.0;103.0;94.0;107.0;-1.0;128.0;67.0;98.0;-1.0
19/04/2011;98.0;108.0;-1.0;84.0;-1.0;91.0;90.0;92.0;109.0;94.0;136.0;67.0;91.0;-1.0
20/04/2011;99.0;115.0;-1.0;88.0;-1.0;89.0;97.0;94.0;109.0;95.0;140.0;76.0;96.0;-1.0
21/04/2011;111.0;106.0;-1.0;95.0;-1.0;101.0;114.0;96.0;114.0;110.0;134.0;76.0;100.0;-1.0
22/04/2011;99.0;118.0;-1.0;86.0;-1.0;91.0;98.0;93.0;108.0;98.0;130.0;72.0;94.0;-1.0
23/04/2011;81.0;100.0;-1.0;76.0;-1.0;71.0;88.0;80.0;85.0;81.0;116.0;68.0;77.0;-1.0
24/04/2011;66.0;75.0;-1.0;71.0;-1.0;65.0;72.0;74.0;74.0;72.0;100.0;58.0;71.0;-1.0
25/04/2011;87.0;115.0;-1.0;99.0;-1.0;93.0;86.0;103.0;96.0;103.0;122.0;83.0;100.0;-1.0
26/04/2011;94.0;125.0;-1.0;107.0;-1.0;92.0;103.0;109.0;104.0;107.0;130.0;102.0;108.0;-1.0
27/04/2011;80.0;113.0;-1.0;96.0;-1.0;91.0;96.0;98.0;96.0;100.0;123.0;87.0;102.0;-1.0
28/04/2011;57.0;72.0;-1.0;59.0;-1.0;54.0;66.0;57.0;71.0;70.0;82.0;60.0;66.0;-1.0
29/04/2011;63.0;84.0;-1.0;63.0;-1.0;45.0;55.0;71.0;70.0;76.0;90.0;65.0;70.0;-1.0
30/04/2011;56.0;92.0;-1.0;60.0;-1.0;60.0;62.0;61.0;72.0;62.0;116.0;63.0;60.0;-1.0
01/05/2011;89.0;112.0;-1.0;86.0;-1.0;69.0;89.0;89.0;94.0;85.0;123.0;75.0;83.0;-1.0
02/05/2011;96.0;115.0;-1.0;88.0;-1.0;82.0;94.0;93.0;100.0;92.0;125.0;79.0;90.0;-1.0
03/05/2011;66.0;99.0;-1.0;69.0;-1.0;61.0;78.0;77.0;81.0;78.0;102.0;66.0;76.0;-1.0
04/05/2011;77.0;102.0;-1.0;86.0;-1.0;80.0;86.0;90.0;90.0;88.0;107.0;80.0;90.0;-1.0
